"","index","block","y","mahal","p","left_right"
"1",0,217,10.5074206097953,3.89440892193441,0.0484470840253328,"left"
"2",0,219,6.45346894280303,3.32405157656477,0.0682733817560127,"left"
"3",0,223,8.77228303435264,3.67114106076064,0.0553622703391075,"left"
"4",0,224,10.5946173831591,4.03497613741658,0.0445663056031865,"left"
"5",0,227,12.8000328871329,4.65912960190465,0.0308888461473791,"left"
"6",0,233,8.22608761294819,3.77936337174125,0.0518883994597409,"left"
"7",0,244,7.81974150698526,3.96251738060965,0.0465240782442938,"left"
"8",0,264,10.9607688594549,5.05308062719398,0.0245821952546259,"left"
"9",0,265,8.12329485351749,4.54397202668425,0.0330348523310649,"left"
"10",0,271,4.83276745965376,4.43138137036988,0.0352839404410817,"left"
"11",0,275,6.36309700523906,4.64103059787612,0.0312162507546584,"left"
"12",0,296,5.57602750575311,5.28568345946887,0.0215014512790738,"left"
"13",0,298,8.6432043861137,5.70025021975634,0.0169624945820187,"left"
"14",0,305,6.1443681016604,5.66017184579451,0.0173544225633253,"left"
"15",0,314,-0.708763475197927,6.24892194556368,0.012426891599991,"left"
"16",1,217,3.20727347092728,2.85865610049803,0.0908833998688567,"left"
"17",1,219,0.247019604691861,3.10729397112121,0.0779423570070441,"left"
"18",1,223,0.526437693141161,3.13989130655495,0.0763988990231985,"left"
"19",1,224,4.93539000845225,2.98483014618149,0.0840481049829494,"left"
"20",1,227,5.82203705724019,3.08329454889083,0.079100148562921,"left"
"21",1,233,7.26435820102926,3.32834078780836,0.0680955376800748,"left"
"22",1,244,5.39830179809956,3.40928949761454,0.064830354338034,"left"
"23",1,264,4.38667706152317,3.87753376361807,0.0489363920933079,"left"
"24",1,265,3.38989333489757,3.90123292368202,0.0482506858017886,"left"
"25",1,271,4.94354353195153,4.09525738016837,0.0430036820218994,"left"
"26",1,275,3.13965874673008,4.19688414697274,0.0404983262441339,"left"
"27",1,296,4.40201136118738,4.89629977277401,0.0269143061589773,"left"
"28",1,298,5.63013306152253,5.02456845377315,0.0249901523557992,"left"
"29",1,305,6.42554430341504,5.35038693462584,0.020717672555961,"left"
"30",1,314,5.73076926251665,5.64870289176215,0.0174682886949274,"left"
"31",2,217,-2.66901722607656,3.22897516064052,0.0723459497293243,"left"
"32",2,219,-4.31156620826369,3.66019077624956,0.0557272517513116,"left"
"33",2,223,-3.6406553126036,3.54944388084449,0.0595654105286735,"left"
"34",2,224,-1.19079935267159,3.05809445741687,0.0803358304939918,"left"
"35",2,227,-3.95903518983151,3.69801430658099,0.0544772643368113,"left"
"36",2,233,-2.86195900754576,3.54428150786741,0.0597510396143436,"left"
"37",2,244,-10.9393117432281,6.64153656129471,0.00996279685150952,"left"
"38",2,264,-3.43605070866739,4.38893661970007,0.0361728675984213,"left"
"39",2,265,-4.66071742210113,4.73150818817178,0.0296149058068824,"left"
"40",2,271,-1.93334490242763,4.26606015856171,0.0388809805926469,"left"
"41",2,275,-1.99388630673693,4.39481184321784,0.0360484372286908,"left"
"42",2,296,-8.8018126445436,7.11733062164528,0.00763422917093019,"left"
"43",2,298,-3.92754706237195,5.56975946032366,0.0182732708554292,"left"
"44",2,305,-3.32257902280937,5.67985418683546,0.0171607939023463,"left"
"45",2,314,-0.5947215240208,5.52903998415139,0.0187033648124701,"left"
"46",3,217,-3.38966506445651,3.06598194780794,0.0799468471419061,"left"
"47",3,219,-1.45758128586441,2.70250583901137,0.100190662850633,"left"
"48",3,223,-3.5041985440961,3.1875804427647,0.074199759557768,"left"
"49",3,224,-1.29339641025272,2.75647983202127,0.0968611557963251,"left"
"50",3,227,-3.02420749723755,3.14455441722851,0.0761808056534583,"left"
"51",3,233,-2.91123910582095,3.22949424150424,0.0723230212170829,"left"
"52",3,244,-2.94323639733874,3.46179675492712,0.0628020370621377,"left"
"53",3,264,-2.29595698089308,3.81716696691362,0.0507299450661214,"left"
"54",3,265,-4.15532401963194,4.26418211671364,0.0389239827639229,"left"
"55",3,271,0.169754502198993,3.63625325029639,0.0565340258582352,"left"
"56",3,275,-2.505020248689,4.17113704743286,0.0411181961882467,"left"
"57",3,296,-6.09747206556154,5.78194049276122,0.0161916559534742,"left"
"58",3,298,-6.1972013028234,5.88390718311562,0.0152798777040139,"left"
"59",3,305,-1.22273506878908,4.95440975857907,0.0260242072952986,"left"
"60",3,314,-0.828895976863798,5.24510722502065,0.0220085719657825,"left"
"61",4,217,2.28503059126014,1.98403948822415,0.158965501120334,"left"
"62",4,219,-0.532354690652442,2.26639503453086,0.132207114206324,"left"
"63",4,223,15.8829763393894,4.62003012950615,0.0316006831006217,"left"
"64",4,224,0.226009042579334,2.25523965224803,0.133162839166575,"left"
"65",4,227,1.04350877240117,2.22913532680854,0.135429619434366,"left"
"66",4,233,2.39934236623927,2.2614596741612,0.132628997555546,"left"
"67",4,244,-2.01889642042354,2.97594357212393,0.0845108332651252,"left"
"68",4,264,17.6920558970505,6.40814932072409,0.0113597755255729,"left"
"69",4,265,2.82830871474234,3.00970996788448,0.0827670992517049,"left"
"70",4,271,10.7402040211611,4.08898216736308,0.0431636275618115,"left"
"71",4,275,-0.153835489064152,3.50209270292024,0.0612913336908785,"left"
"72",4,296,4.83847541948847,4.03218910250633,0.0446399815486887,"left"
"73",4,298,-0.0118250110508002,4.24484149990943,0.0393697445007144,"left"
"74",4,305,2.81775982468679,4.32703275038686,0.0375115843299063,"left"
"75",4,314,2.95662050064521,4.67788992409591,0.0305532556135988,"left"
"76",5,217,11.7120578303949,2.86241624363445,0.0906712057631234,"left"
"77",5,219,19.9815961954157,6.3462918867975,0.0117626914216896,"left"
"78",5,223,10.9402072796704,2.76120225136663,0.0965756356421691,"left"
"79",5,224,4.8277635936349,1.85777371278599,0.172881965755875,"left"
"80",5,227,2.61312055613492,1.88634813761926,0.16961439115878,"left"
"81",5,233,9.93580398160334,2.71588398990686,0.0993539169996611,"left"
"82",5,244,9.91088655690002,2.95096322334861,0.085826389678209,"left"
"83",5,264,-1.49006611030065,3.10322714675896,0.0781372597011009,"left"
"84",5,265,11.1612080611344,3.80089544862161,0.0512251812130291,"left"
"85",5,271,2.49726430441673,2.9340637878958,0.0867289307173179,"left"
"86",5,275,19.1254246703833,7.28413472266171,0.00695662305329815,"left"
"87",5,296,0.141495989296951,3.89188076066254,0.0485200598393071,"left"
"88",5,298,-0.551909966307031,4.04123930355679,0.044401203959919,"left"
"89",5,305,12.1647232195255,5.44130289499848,0.0196659946826041,"left"
"90",6,217,-8.15274342551814,3.67142719262001,0.0553527673973755,"left"
"91",6,219,-17.3416201921174,8.63744974425859,0.00329322104430131,"left"
"92",6,223,-3.07717608396628,2.2518531116255,0.133454502512828,"left"
"93",6,224,-11.8080772109699,5.40154236830067,0.0201189643448715,"left"
"94",6,227,-2.620552151939,2.22661165799843,0.135651041375143,"left"
"95",6,233,-9.71832001575844,4.57385129597908,0.0324635042745023,"left"
"96",6,244,-1.70794976719162,2.39842466304362,0.12145750542687,"left"
"97",6,264,-0.115596896497263,2.67371112809692,0.102017888366656,"left"
"98",6,265,-6.37905870395042,4.03996237868937,0.0444348123046706,"left"
"99",6,271,1.95128246298657,2.719019219597,0.0991589273779828,"left"
"100",6,275,-8.90158179170139,5.22919982510152,0.0222107480968714,"left"
"101",6,298,-1.55103884313624,3.9334817064414,0.0473338501497768,"left"
"102",6,305,-0.444139344821818,4.04172246350434,0.0443884942890144,"left"
"103",6,314,-1.55911225683805,4.53946844489997,0.0331218757331294,"left"
"104",7,217,-6.37028428951918,2.79607374723633,0.0944954471894723,"left"
"105",7,219,-5.35645736761175,2.51951790585297,0.112444956569965,"left"
"106",7,223,2.07845998654618,1.39221586054854,0.238031250031012,"left"
"107",7,224,-7.59624924714252,3.32064675036977,0.0684149101312273,"left"
"108",7,227,-9.76080241156116,4.22718240726507,0.0397814283851384,"left"
"109",7,233,-8.25911667751129,3.72275937280608,0.0536755979164499,"left"
"110",7,244,-6.20409893146976,3.23204869112559,0.0722103011509962,"left"
"111",7,264,-3.65460483118489,3.03532037337886,0.0814704654144121,"left"
"112",7,265,-5.6125107269109,3.56351380645211,0.0590625890794594,"left"
"113",7,271,4.68044746848844,2.53985246874343,0.111005158006769,"left"
"114",7,275,-4.90552327391052,3.65052649568636,0.0560514900446729,"left"
"115",7,296,-5.97215342730924,4.62546248468809,0.0315007678465681,"left"
"116",7,298,-4.82060995493969,4.3754105086186,0.0364610468201191,"left"
"117",7,305,-9.83903327193189,6.3461062510743,0.0117639224134797,"left"
"118",7,314,-7.83117785745582,5.9000576559784,0.015140389159262,"left"
"119",8,217,9.74922447974882,1.85093592678266,0.173674579763711,"left"
"120",8,219,13.6479508398979,3.01838086428715,0.0823256221333076,"left"
"121",8,223,9.34260380945159,1.86471249912838,0.172081894136673,"left"
"122",8,224,10.9070684269084,2.25611536015597,0.133087535400836,"left"
"123",8,227,11.6842020389455,2.52837783373522,0.111815113217775,"left"
"124",8,233,0.469754654150204,1.48221263523564,0.223428655638623,"left"
"125",8,244,6.32486841933268,1.80102920738485,0.179588118510718,"left"
"126",8,264,7.36959262412472,2.44859473273572,0.117630134574709,"left"
"127",8,265,10.8702967854594,3.20990507837611,0.0731937295216384,"left"
"128",8,271,7.34023452880457,2.64696294618959,0.103747936546483,"left"
"129",8,275,10.5191633967754,3.41730202461247,0.0645163718769104,"left"
"130",8,296,0.722026601972481,3.19397006054745,0.0739103124922389,"left"
"131",8,298,10.9058371251837,4.30558943319505,0.0379873290759117,"left"
"132",8,305,8.29506073167353,3.97150938087037,0.0462762737643947,"left"
"133",8,314,10.1751806694125,4.74020896203905,0.0294654920813457,"left"
"134",9,217,2.68094654808906,0.936752475248832,0.333114423694728,"left"
"135",9,219,4.35170776310824,1.0033041200145,0.316512326193719,"left"
"136",9,223,2.32531300259997,1.03958938422778,0.307916989497608,"left"
"137",9,224,8.05176082296146,1.50024478589529,0.220633701455457,"left"
"138",9,227,3.74517580694278,1.11796144689847,0.29035783093594,"left"
"139",9,233,10.9764689516378,2.32587355454312,0.12723877313861,"left"
"140",9,244,3.34200868952445,1.45563189141645,0.227626413317787,"left"
"141",9,264,-1.21793789550339,2.21580915552657,0.136603423429089,"left"
"142",9,265,15.3480986527638,4.6414847574032,0.0312079910530784,"left"
"143",9,271,5.91447072439118,2.32138452718385,0.127606401920596,"left"
"144",9,275,14.3310898470206,4.5327339935328,0.0332524535428232,"left"
"145",9,296,4.00905708945337,2.99559812287497,0.083491076593563,"left"
"146",9,298,2.56743961134624,3.03652188992761,0.0814101743854902,"left"
"147",9,305,2.38709981058503,3.29706903447953,0.0694036182495906,"left"
"148",9,314,2.64624471042132,3.64846679357133,0.0561208517725282,"left"
